,fruit,path,label
2686,Apple,dataset/Apple/Total Number of Apples/Apple 0916.png,0
2687,Guava,dataset/Guava/guava B/Guava1469.png,3
2688,Guava,dataset/Guava/Guava total/1GuavaуАВ2998 resized.jpg,3
2689,Apple,dataset/Apple/Apple D/Apple De02721.png,0
2690,Peach,dataset/Peach/Peach001182.png,7
2691,Guava,dataset/Guava/Guava total/GuavaуАВ1679 resized.png,3
2692,Kiwi,dataset/Kiwi/Total Number of Kiwi fruit/Kiwi004039.png,4
2693,Orange,dataset/Orange/Orange00266.png,6
2694,Guava,dataset/Guava/Guava total/GuavaуАВ1314 resized resized.png,3
2695,Mango,dataset/Mango/Mango001519.png,5
2696,Kiwi,dataset/Kiwi/kiwi A/Kiwi A002100.png,4
2697,Orange,dataset/Orange/Orange001092.png,6
2698,Guava,dataset/Guava/Guava total/1GuavaуАВ3076.png,3
2699,Pear,dataset/Pear/Pear 369.png,8
2700,Banana,dataset/Banana/Banana0638.png,1
2701,Guava,dataset/Guava/Guava total/GuavaуАВ100 resized resized.png,3
2702,Kiwi,dataset/Kiwi/kiwi A/Kiwi A007.png,4
2703,Mango,dataset/Mango/Mango002386.png,5
2704,Pear,dataset/Pear/Pear 764.png,8
2705,Guava,dataset/Guava/Guava total/GuavaуАВ211.png,3
2706,Guava,dataset/Guava/Guava total/GuavaуАВ1396 resized resized.png,3
2707,Guava,dataset/Guava/guava A/scene09981.png,3
2708,Mango,dataset/Mango/Mango00194.png,5
2709,Plum,dataset/Plum/PlumуАВ701.png,11
2710,Guava,dataset/Guava/guava B/Guava467.png,3
2711,Apple,dataset/Apple/Apple F/Apple F262.png,0
2712,Peach,dataset/Peach/Peach00474.png,7
2713,Plum,dataset/Plum/PlumуАВ1646.png,11
2714,Banana,dataset/Banana/Banana02740.png,1
2715,Pomegranate,dataset/Pomegranate/Pomegranet001814.png,12
2716,Mango,dataset/Mango/Mango003386.png,5
2717,Kiwi,dataset/Kiwi/Kiwi B/Kiwi B00339.png,4
2718,Guava,dataset/Guava/Guava total/GuavaуАВ1641 resized.png,3
2719,Plum,dataset/Plum/PlumуАВ1853.png,11
2720,Guava,dataset/Guava/guava total final/Guava0254.png,3
2721,Pomegranate,dataset/Pomegranate/Pomegranet00689.png,12
2722,Guava,dataset/Guava/Guava total/GuavaуАВ1325 resized resized.png,3
2723,Mango,dataset/Mango/Mango003292.png,5
2724,Peach,dataset/Peach/Peach001792.png,7
2725,Pitaya,dataset/Pitaya/Pitaya00240.png,10
2726,Orange,dataset/Orange/Orange00143.png,6
2727,Apple,dataset/Apple/Apple F/Apple F607.png,0
2728,Kiwi,dataset/Kiwi/Total Number of Kiwi fruit/Kiwi002666.png,4
2729,Plum,dataset/Plum/PlumуАВ616.png,11
2730,Banana,dataset/Banana/Banana0487.png,1
2731,Plum,dataset/Plum/PlumуАВ428.png,11
2732,Orange,dataset/Orange/Orange00621.png,6
2733,Plum,dataset/Plum/PlumуАВ138.png,11
2734,Pear,dataset/Pear/Pear 383.png,8
2735,Tomatoes,dataset/Tomatoes/Tamotoes002149.png,13
2736,Guava,dataset/Guava/guava A/ene07891.png,3
2737,Pear,dataset/Pear/pear_0_4269.png,8
2738,Peach,dataset/Peach/Peach00764.png,7
2739,Tomatoes,dataset/Tomatoes/Tamotoes00212.png,13
2740,Guava,dataset/Guava/guava total final/Guava01037.png,3
2741,Tomatoes,dataset/Tomatoes/Tamotoes00770.png,13
2742,Tomatoes,dataset/Tomatoes/Tamotoes001926.png,13
2743,Guava,dataset/Guava/Guava total/GuavaуАВ1802 resized.png,3
2744,Apple,dataset/Apple/Total Number of Apples/Apple 03294.png,0
2745,Apple,dataset/Apple/Total Number of Apples/Apple 04358.jpeg,0
2746,Pomegranate,dataset/Pomegranate/Pomegranet001352.png,12
2747,Kiwi,dataset/Kiwi/kiwi A/Kiwi A00920.png,4
2748,Tomatoes,dataset/Tomatoes/Tamotoes001495.png,13
2749,Plum,dataset/Plum/PlumуАВ2098.png,11
2750,Pitaya,dataset/Pitaya/Pitaya00986.png,10
2751,Orange,dataset/Orange/Orange00495.png,6
2752,Guava,dataset/Guava/guava A/scene06621.png,3
2753,Peach,dataset/Peach/Peach002206.png,7
2754,Kiwi,dataset/Kiwi/Total Number of Kiwi fruit/Kiwi00383.png,4
2755,Pear,dataset/Pear/Pear 252.png,8
2756,Orange,dataset/Orange/Orange001855.png,6
2757,Guava,dataset/Guava/Guava total/GuavaуАВ840.png,3
2758,Guava,dataset/Guava/guava B/Guava1256.png,3
2759,Guava,dataset/Guava/guava A/scene01561.png,3
2760,Carambola,dataset/Carambola/Carambola 00702.png,2
2761,Peach,dataset/Peach/Peach002153.png,7
2762,Persimmon,dataset/Persimmon/Persimmon135.png,9
2763,Apple,dataset/Apple/Apple F/Apple F _0_4756.png,0
2764,Guava,dataset/Guava/guava A/cene03181.png,3
2765,Guava,dataset/Guava/Guava total/GuavaуАВ1736 resized.png,3
2766,Tomatoes,dataset/Tomatoes/Tamotoes00643.png,13
2767,Guava,dataset/Guava/Guava total/GuavaуАВ685.png,3
2768,Apple,dataset/Apple/Apple D/Apple dee03481.png,0
2769,Apple,dataset/Apple/Total Number of Apples/Apple 04442.jpeg,0
2770,Guava,dataset/Guava/Guava total/GuavaуАВ201 resized resized.png,3
2771,Persimmon,dataset/Persimmon/Persimmon545.png,9
2772,Guava,dataset/Guava/Guava total/GuavaуАВ1746 resized.png,3
2773,Guava,dataset/Guava/Guava total/GuavaуАВ88.png,3
2774,Guava,dataset/Guava/guava total final/Guava0101.png,3
2775,Guava,dataset/Guava/Guava total/GuavaуАВ894 resized.jpg,3
2776,Tomatoes,dataset/Tomatoes/Tamotoes001872.png,13
2777,Tomatoes,dataset/Tomatoes/Tamotoes002080.png,13
2778,muskmelon,dataset/muskmelon/Muskmelon 00402.png,14
2779,Guava,dataset/Guava/Guava total/GuavaуАВ41 resized.jpg,3
2780,Guava,dataset/Guava/guava A/ene04411.png,3
2781,Pear,dataset/Pear/pear_0_7389.png,8
2782,Guava,dataset/Guava/guava total final/Guava02097.png,3
2783,Peach,dataset/Peach/Peach001961.png,7
2784,Pomegranate,dataset/Pomegranate/Pomegranet00275.png,12
2785,Peach,dataset/Peach/Peach00569.png,7
2786,Orange,dataset/Orange/Orange001832.png,6
2787,Mango,dataset/Mango/Mango002130.png,5
2788,Guava,dataset/Guava/Guava total/1GuavaуАВ2668.png,3
2789,Guava,dataset/Guava/guava total final/Guava0593.png,3
2790,Banana,dataset/Banana/Banana0724.png,1
2791,Guava,dataset/Guava/Guava total/GuavaуАВ1273 resized resized.png,3
2792,Guava,dataset/Guava/guava total final/Guava0909.png,3
2793,Mango,dataset/Mango/Mango001410.png,5
2794,Guava,dataset/Guava/guava A/scene14681.png,3
2795,Guava,dataset/Guava/Guava total/GuavaуАВ2470 resized.jpg,3
2796,Pitaya,dataset/Pitaya/Pitaya00770.png,10
2797,Kiwi,dataset/Kiwi/kiwi A/Kiwi A001251.png,4
2798,Apple,dataset/Apple/Total Number of Apples/Apple 03896.png,0
2799,Guava,dataset/Guava/guava total final/Guava03975.png,3
2800,Guava,dataset/Guava/guava B/Guava867.png,3
2801,Pear,dataset/Pear/Pear 1708.png,8
2802,Guava,dataset/Guava/Guava total/GuavaуАВ1413 resized.png,3
2803,Pear,dataset/Pear/Pear 1127.png,8
2804,Kiwi,dataset/Kiwi/Total Number of Kiwi fruit/Kiwi0012.png,4
2805,Carambola,dataset/Carambola/Carambola 001758.png,2
2806,Persimmon,dataset/Persimmon/Persimmon1223.png,9
2807,muskmelon,dataset/muskmelon/Muskmelon 00856.png,14
2808,Pear,dataset/Pear/Pear 1758.png,8
2809,Apple,dataset/Apple/Total Number of Apples/Apple 04042.png,0
2810,Kiwi,dataset/Kiwi/Total Number of Kiwi fruit/Kiwi003675.png,4
2811,Mango,dataset/Mango/Mango002868.png,5
2812,Peach,dataset/Peach/Peach002100.png,7
2813,Kiwi,dataset/Kiwi/Total Number of Kiwi fruit/Kiwi001205.png,4
2814,Plum,dataset/Plum/PlumуАВ2001.png,11
2815,Pitaya,dataset/Pitaya/Pitaya001578.png,10
2816,Guava,dataset/Guava/guava total final/Guava01421.png,3
2817,Apple,dataset/Apple/Apple D/Apple dee03321.png,0
2818,Kiwi,dataset/Kiwi/Total Number of Kiwi fruit/Kiwi003023.png,4
2819,Guava,dataset/Guava/guava total final/Guava03155.png,3
2820,Banana,dataset/Banana/Banana01186.png,1
2821,Kiwi,dataset/Kiwi/Total Number of Kiwi fruit/Kiwi003827.png,4
2822,Guava,dataset/Guava/Guava total/GuavaуАВ2326 resized resized.png,3
2823,Mango,dataset/Mango/Mango002160.png,5
2824,Banana,dataset/Banana/Banana0181.png,1
2825,Kiwi,dataset/Kiwi/kiwi A/Kiwi A00613.png,4
2826,Apple,dataset/Apple/Apple F/Apple F833.png,0
2827,Guava,dataset/Guava/Guava total/GuavaуАВ577 resized.png,3
2828,Apple,dataset/Apple/Apple C/scene13081.png,0
2829,Carambola,dataset/Carambola/Carambola 00379.png,2
2830,Orange,dataset/Orange/Orange00987.png,6
2831,Guava,dataset/Guava/guava B/Guava252.png,3
2832,Apple,dataset/Apple/Total Number of Apples/Apple 04720.png,0
2833,Guava,dataset/Guava/Guava total/GuavaуАВ1379 resized resized.png,3
2834,Guava,dataset/Guava/Guava total/GuavaуАВ2132 resized resized.png,3
2835,Kiwi,dataset/Kiwi/Kiwi B/Kiwi B00787.png,4
2836,Guava,dataset/Guava/guava total final/Guava0596.png,3
2837,Persimmon,dataset/Persimmon/Persimmon1943.png,9
2838,Apple,dataset/Apple/Total Number of Apples/Apple 04716.png,0
2839,Guava,dataset/Guava/Guava total/GuavaуАВ547 resized.jpg,3
2840,Pear,dataset/Pear/pear_0_5235.png,8
2841,Apple,dataset/Apple/Apple D/applee0117.png,0
2842,Tomatoes,dataset/Tomatoes/Tamotoes00295.png,13
2843,Apple,dataset/Apple/Apple F/Apple F718.png,0
2844,Apple,dataset/Apple/Total Number of Apples/Apple 02007.png,0
2845,Guava,dataset/Guava/Guava total/GuavaуАВ726 resized.jpg,3
2846,Guava,dataset/Guava/Guava total/GuavaуАВ427 resized.jpg,3
2847,Banana,dataset/Banana/Banana02534.png,1
2848,Orange,dataset/Orange/Orange00397.png,6
2849,Guava,dataset/Guava/guava total final/Guava01653.png,3
2850,Peach,dataset/Peach/Peach001990.png,7
2851,Mango,dataset/Mango/Mango00109.png,5
2852,Guava,dataset/Guava/guava total final/Guava03168.png,3
2853,Pear,dataset/Pear/pear_0_6019.png,8
2854,Banana,dataset/Banana/Banana093.png,1
2855,Peach,dataset/Peach/Peach00637.png,7
2856,Banana,dataset/Banana/Banana01417.png,1
2857,Guava,dataset/Guava/guava B/Guava144.png,3
2858,Kiwi,dataset/Kiwi/Kiwi C/Kiwi C0097.png,4
2859,Guava,dataset/Guava/guava total final/Guava01905.png,3
2860,Tomatoes,dataset/Tomatoes/Tamotoes001977.png,13
2861,Guava,dataset/Guava/guava total final/Guava0545.png,3
2862,Guava,dataset/Guava/guava A/ene04171.png,3
2863,Guava,dataset/Guava/guava B/Guava1359.png,3
2864,Kiwi,dataset/Kiwi/Kiwi B/Kiwi B00589.png,4
2865,Mango,dataset/Mango/Mango001857.png,5
2866,Pear,dataset/Pear/Pear 643.png,8
2867,Guava,dataset/Guava/Guava total/GuavaуАВ397 resized resized.png,3
2868,Guava,dataset/Guava/guava A/scene12121.png,3
2869,Mango,dataset/Mango/Mango002358.png,5
2870,Pear,dataset/Pear/Pear 1879.png,8
2871,Kiwi,dataset/Kiwi/Kiwi C/Kiwi C00430.png,4
2872,Guava,dataset/Guava/Guava total/GuavaуАВ1067 resized resized.png,3
2873,Mango,dataset/Mango/Mango001654.png,5
2874,Guava,dataset/Guava/Guava total/GuavaуАВ1917 resized.jpg,3
2875,Peach,dataset/Peach/Peach001211.png,7
2876,Guava,dataset/Guava/Guava total/GuavaуАВ1952 resized.jpg,3
2877,Carambola,dataset/Carambola/Carambola 001568.png,2
2878,Persimmon,dataset/Persimmon/Persimmon306.png,9
2879,Banana,dataset/Banana/Banana02922.png,1
2880,Tomatoes,dataset/Tomatoes/Tamotoes00501.png,13
2881,Persimmon,dataset/Persimmon/Persimmon1176.png,9
2882,Kiwi,dataset/Kiwi/Total Number of Kiwi fruit/Kiwi001736.png,4
2883,Plum,dataset/Plum/PlumуАВ1550.png,11
2884,Mango,dataset/Mango/Mango0045.png,5
2885,Guava,dataset/Guava/Guava total/1GuavaуАВ2979.png,3
2886,Guava,dataset/Guava/Guava total/GuavaуАВ2106 resized.jpg,3
2887,Guava,dataset/Guava/guava total final/Guava02388.png,3
2888,Guava,dataset/Guava/guava total final/Guava03546.png,3
2889,Plum,dataset/Plum/PlumуАВ1285.png,11
2890,Mango,dataset/Mango/Mango003228.png,5
2891,Banana,dataset/Banana/Banana01479.png,1
2892,Carambola,dataset/Carambola/Carambola 00965.png,2
2893,Mango,dataset/Mango/Mango004103.png,5
2894,Guava,dataset/Guava/Guava total/GuavaуАВ1256 resized resized.png,3
2895,Guava,dataset/Guava/Guava total/1GuavaуАВ2758 resized.png,3
2896,Guava,dataset/Guava/Guava total/GuavaуАВ1580 resized.jpg,3
2897,Guava,dataset/Guava/guava B/Guava1602.png,3
2898,Pear,dataset/Pear/Pear 1252.png,8
2899,Guava,dataset/Guava/guava B/Guava428.png,3
2900,Pear,dataset/Pear/Pear 1115.png,8
2901,Guava,dataset/Guava/guava A/scene01001.png,3
2902,Tomatoes,dataset/Tomatoes/Tamotoes002012.png,13
2903,Apple,dataset/Apple/Apple F/scene05541.png,0
2904,Apple,dataset/Apple/Apple C/ne01661.png,0
2905,Carambola,dataset/Carambola/Carambola 001955.png,2
2906,Apple,dataset/Apple/Apple A/Apple 608.png,0
2907,Guava,dataset/Guava/Guava total/GuavaуАВ15 resized.jpg,3
2908,Pomegranate,dataset/Pomegranate/Pomegranet00815.png,12
2909,Kiwi,dataset/Kiwi/Kiwi C/Kiwi C00929.png,4
2910,Guava,dataset/Guava/guava A/scene15461.png,3
2911,Pear,dataset/Pear/Pear 639.png,8
2912,Kiwi,dataset/Kiwi/Total Number of Kiwi fruit/Kiwi004099.png,4
2913,Pear,dataset/Pear/Pear 891.png,8
2914,Guava,dataset/Guava/Guava total/GuavaуАВ790 resized.jpg,3
2915,Mango,dataset/Mango/Mango002229.png,5
2916,Apple,dataset/Apple/Apple C/scene06481.png,0
2917,Persimmon,dataset/Persimmon/Persimmon379.png,9
2918,Mango,dataset/Mango/Mango003691.png,5
2919,Guava,dataset/Guava/guava total final/Guava03793.png,3
2920,Apple,dataset/Apple/Apple E/Apple E08163.png,0
2921,Guava,dataset/Guava/Guava total/GuavaуАВ563 resized resized.png,3
2922,Mango,dataset/Mango/Mango001627.png,5
2923,Kiwi,dataset/Kiwi/Total Number of Kiwi fruit/Kiwi002126.png,4
2924,Pitaya,dataset/Pitaya/Pitaya002473.png,10
2925,Mango,dataset/Mango/Mango00898.png,5
2926,Peach,dataset/Peach/Peach001287.png,7
2927,Apple,dataset/Apple/Apple B/154red applee01861154.png,0
2928,muskmelon,dataset/muskmelon/Muskmelon 00909.png,14
2929,Guava,dataset/Guava/guava total final/Guava0412.png,3
2930,Guava,dataset/Guava/Guava total/GuavaуАВ2027 resized.jpg,3
2931,Mango,dataset/Mango/Mango002787.png,5
2932,Apple,dataset/Apple/Apple D/scene00576.png,0
2933,Guava,dataset/Guava/Guava total/GuavaуАВ1914 resized resized.png,3
2934,Apple,dataset/Apple/Total Number of Apples/Apple 0424.png,0
2935,Plum,dataset/Plum/PlumуАВ1038.png,11
2936,Pomegranate,dataset/Pomegranate/Pomegranet001205.png,12
2937,Peach,dataset/Peach/Peach002109.png,7
2938,Kiwi,dataset/Kiwi/kiwi A/Kiwi A00349.png,4
2939,Guava,dataset/Guava/Guava total/GuavaуАВ1758.png,3
2940,Kiwi,dataset/Kiwi/Kiwi C/Kiwi C00169.png,4
2941,Tomatoes,dataset/Tomatoes/Tamotoes002158.png,13
2942,Apple,dataset/Apple/Apple F/scene07721.png,0
2943,Kiwi,dataset/Kiwi/Kiwi B/Kiwi B00701.png,4
2944,Banana,dataset/Banana/Banana0124.png,1
2945,Kiwi,dataset/Kiwi/kiwi A/Kiwi A001990.png,4
2946,Guava,dataset/Guava/guava total final/Guava03756.png,3
2947,Kiwi,dataset/Kiwi/Total Number of Kiwi fruit/Kiwi004098.png,4
2948,Apple,dataset/Apple/Total Number of Apples/Apple 03255.png,0
2949,Guava,dataset/Guava/guava A/cene11131.png,3
2950,Kiwi,dataset/Kiwi/Total Number of Kiwi fruit/Kiwi003224.png,4
2951,Guava,dataset/Guava/Guava total/GuavaуАВ823 resized resized.png,3
2952,Guava,dataset/Guava/guava total final/Guava03750.png,3
2953,Guava,dataset/Guava/Guava total/GuavaуАВ1166 resized resized.png,3
2954,Kiwi,dataset/Kiwi/Total Number of Kiwi fruit/Kiwi003849.png,4
2955,Kiwi,dataset/Kiwi/Kiwi C/Kiwi C00371.png,4
2956,Guava,dataset/Guava/Guava total/GuavaуАВ1852 resized resized.png,3
2957,Plum,dataset/Plum/PlumуАВ1216.png,11
2958,Guava,dataset/Guava/Guava total/GuavaуАВ1592 resized.png,3
2959,Tomatoes,dataset/Tomatoes/Tamotoes002106.png,13
2960,Apple,dataset/Apple/Apple D/Apple dee11321.png,0
2961,Apple,dataset/Apple/Apple F/scene04821.png,0
2962,Guava,dataset/Guava/guava total final/Guava02102.png,3
2963,Mango,dataset/Mango/Mango003584.png,5
2964,Tomatoes,dataset/Tomatoes/Tamotoes001497.png,13
2965,Guava,dataset/Guava/Guava total/GuavaуАВ857 resized.png,3
2966,Mango,dataset/Mango/Mango00659.png,5
2967,muskmelon,dataset/muskmelon/Muskmelon 00993.png,14
2968,Mango,dataset/Mango/Mango002465.png,5
2969,Pomegranate,dataset/Pomegranate/Pomegranet00833.png,12
2970,Guava,dataset/Guava/guava B/Guava761.png,3
2971,Guava,dataset/Guava/Guava total/GuavaуАВ2350 resized resized.png,3
2972,Carambola,dataset/Carambola/Carambola 001546.png,2
2973,Persimmon,dataset/Persimmon/Persimmon1086.png,9
2974,Kiwi,dataset/Kiwi/Kiwi C/Kiwi C00893.png,4
2975,Guava,dataset/Guava/Guava total/GuavaуАВ1669 resized.jpg,3
2976,Apple,dataset/Apple/Total Number of Apples/Apple 01758.png,0
2977,Plum,dataset/Plum/PlumуАВ648.png,11
2978,Guava,dataset/Guava/guava B/Guava1549.png,3
2979,Mango,dataset/Mango/Mango001802.png,5
2980,Guava,dataset/Guava/guava total final/Guava01760.png,3
2981,Guava,dataset/Guava/guava B/Guava108.png,3
2982,Apple,dataset/Apple/Apple E/Apple E227.png,0
2983,Tomatoes,dataset/Tomatoes/Tamotoes001073.png,13
2984,Pear,dataset/Pear/Pear 789.png,8
2985,Pear,dataset/Pear/Pear 667.png,8
2986,Tomatoes,dataset/Tomatoes/Tamotoes001643.png,13
2987,Kiwi,dataset/Kiwi/Total Number of Kiwi fruit/Kiwi002727.png,4
2988,Orange,dataset/Orange/Orange00656.png,6
2989,Persimmon,dataset/Persimmon/Persimmon1920.png,9
2990,Kiwi,dataset/Kiwi/Kiwi C/Kiwi C001004.png,4
2991,Guava,dataset/Guava/guava A/scene07121.png,3
2992,Guava,dataset/Guava/guava total final/Guava0607.png,3
2993,Kiwi,dataset/Kiwi/Total Number of Kiwi fruit/Kiwi001675.png,4
2994,Tomatoes,dataset/Tomatoes/Tamotoes00621.png,13
2995,Carambola,dataset/Carambola/Carambola 001336.png,2
2996,Plum,dataset/Plum/PlumуАВ1180.png,11
2997,Mango,dataset/Mango/Mango003596.png,5
2998,Apple,dataset/Apple/Total Number of Apples/Apple 01794.png,0
2999,Kiwi,dataset/Kiwi/kiwi A/Kiwi A001997.png,4
3000,Apple,dataset/Apple/Apple C/ne00981.png,0
3001,Guava,dataset/Guava/Guava total/GuavaуАВ1.png,3
3002,Guava,dataset/Guava/Guava total/GuavaуАВ2278 resized.jpg,3
3003,Guava,dataset/Guava/Guava total/GuavaуАВ1055 resized.png,3
3004,Mango,dataset/Mango/Mango001156.png,5
3005,Apple,dataset/Apple/Total Number of Apples/Apple 03913.png,0
3006,Tomatoes,dataset/Tomatoes/Tamotoes001349.png,13
3007,Pear,dataset/Pear/Pear 122.png,8
3008,Kiwi,dataset/Kiwi/Total Number of Kiwi fruit/Kiwi003845.png,4
3009,Apple,dataset/Apple/Apple A/Apple 215.png,0
3010,Apple,dataset/Apple/Total Number of Apples/Apple 04619.jpeg,0
3011,Apple,dataset/Apple/Apple F/Apple F _0_6986.png,0
3012,Peach,dataset/Peach/Peach001809.png,7
3013,Apple,dataset/Apple/Apple A/Apple 585.png,0
3014,Guava,dataset/Guava/Guava total/GuavaуАВ313.png,3
3015,Guava,dataset/Guava/guava A/scene12681.png,3
3016,Tomatoes,dataset/Tomatoes/Tamotoes001115.png,13
3017,Apple,dataset/Apple/Apple A/Apple 411.png,0
3018,Banana,dataset/Banana/Banana01830.png,1
3019,Guava,dataset/Guava/Guava total/1GuavaуАВ2637 resized.jpg,3
3020,Kiwi,dataset/Kiwi/Total Number of Kiwi fruit/Kiwi001529.png,4
3021,Guava,dataset/Guava/Guava total/1GuavaуАВ2909 resized.png,3
3022,Kiwi,dataset/Kiwi/Kiwi B/Kiwi B001002.png,4
3023,Peach,dataset/Peach/Peach00921.png,7
3024,Guava,dataset/Guava/Guava total/GuavaуАВ1511 resized.png,3
3025,Apple,dataset/Apple/Total Number of Apples/Apple 02157.png,0
3026,Pomegranate,dataset/Pomegranate/Pomegranet00162.png,12
3027,Guava,dataset/Guava/Guava total/GuavaуАВ1860 resized resized.png,3
3028,Plum,dataset/Plum/PlumуАВ1392.png,11
3029,Mango,dataset/Mango/Mango003465.png,5
3030,Pitaya,dataset/Pitaya/Pitaya001193.png,10
3031,Plum,dataset/Plum/PlumуАВ566.png,11
3032,Guava,dataset/Guava/Guava total/GuavaуАВ149.png,3
3033,Apple,dataset/Apple/Apple B/scene05976.png,0
3034,Mango,dataset/Mango/Mango002337.png,5
3035,Kiwi,dataset/Kiwi/Total Number of Kiwi fruit/Kiwi00469.png,4
3036,Guava,dataset/Guava/Guava total/GuavaуАВ117 resized resized.png,3
3037,Pear,dataset/Pear/Pear 2049.png,8
3038,Peach,dataset/Peach/Peach002270.png,7
3039,Apple,dataset/Apple/Apple A/Apple 435.png,0
3040,Guava,dataset/Guava/Guava total/1GuavaуАВ2701 resized.png,3
3041,Apple,dataset/Apple/Apple A/Apple 387.png,0
3042,Kiwi,dataset/Kiwi/Total Number of Kiwi fruit/Kiwi001624.png,4
3043,Guava,dataset/Guava/guava A/scene03721.png,3
3044,Guava,dataset/Guava/Guava total/GuavaуАВ2088 resized.png,3
3045,Guava,dataset/Guava/Guava total/GuavaуАВ1057.png,3
3046,Plum,dataset/Plum/PlumуАВ430.png,11
3047,Guava,dataset/Guava/guava A/cene13201.png,3
3048,Apple,dataset/Apple/Apple A/Apple 557.png,0
3049,Guava,dataset/Guava/Guava total/GuavaуАВ2016 resized.png,3
3050,Pear,dataset/Pear/Pear 2002.png,8
3051,Guava,dataset/Guava/guava total final/Guava0212.png,3
3052,Orange,dataset/Orange/Orange0065.png,6
3053,Peach,dataset/Peach/Peach001434.png,7
3054,Kiwi,dataset/Kiwi/kiwi A/Kiwi A001508.png,4
3055,Guava,dataset/Guava/Guava total/GuavaуАВ962 resized.jpg,3
3056,Guava,dataset/Guava/Guava total/GuavaуАВ888 resized resized.png,3
3057,Tomatoes,dataset/Tomatoes/Tamotoes00514.png,13
3058,Apple,dataset/Apple/Apple F/Apple F _0_3757.png,0
3059,Guava,dataset/Guava/guava A/ene10351.png,3
3060,Pomegranate,dataset/Pomegranate/Pomegranet002148.png,12
3061,Tomatoes,dataset/Tomatoes/Tamotoes001701.png,13
3062,Guava,dataset/Guava/Guava total/GuavaуАВ673 resized.jpg,3
3063,Guava,dataset/Guava/guava total final/Guava03736.png,3
3064,Carambola,dataset/Carambola/Carambola 00768.png,2
3065,Guava,dataset/Guava/guava B/Guava57.png,3
3066,Guava,dataset/Guava/guava A/cene11911.png,3
3067,Carambola,dataset/Carambola/Carambola 00915.png,2
3068,Guava,dataset/Guava/Guava total/GuavaуАВ1372.png,3
3069,Apple,dataset/Apple/Apple B/596red applee07401596.png,0
3070,Persimmon,dataset/Persimmon/Persimmon925.png,9
3071,muskmelon,dataset/muskmelon/Muskmelon 00373.png,14
3072,Peach,dataset/Peach/Peach001913.png,7
3073,Guava,dataset/Guava/Guava total/GuavaуАВ209 resized.png,3
3074,Guava,dataset/Guava/guava total final/Guava01699.png,3
3075,Peach,dataset/Peach/Peach00210.png,7
3076,Guava,dataset/Guava/guava total final/Guava0742.png,3
3077,Pomegranate,dataset/Pomegranate/Pomegranet00191.png,12
3078,Tomatoes,dataset/Tomatoes/Tamotoes00154.png,13
3079,Guava,dataset/Guava/guava total final/Guava0466.png,3
3080,Apple,dataset/Apple/Apple F/Apple F102.png,0
3081,Guava,dataset/Guava/Guava total/1GuavaуАВ2858.png,3
3082,Apple,dataset/Apple/Total Number of Apples/Apple 0245.png,0
3083,Pear,dataset/Pear/Pear 110.png,8
3084,Guava,dataset/Guava/Guava total/1GuavaуАВ3006 resized.jpg,3
3085,Persimmon,dataset/Persimmon/Persimmon1411.png,9
3086,Guava,dataset/Guava/Guava total/1GuavaуАВ2844 resized resized.png,3
3087,Apple,dataset/Apple/Apple C/scene02901.png,0
3088,Plum,dataset/Plum/PlumуАВ1492.png,11
3089,Kiwi,dataset/Kiwi/Kiwi C/Kiwi C00766.png,4
3090,Peach,dataset/Peach/Peach00827.png,7
3091,Guava,dataset/Guava/guava total final/Guava03843.png,3
3092,Guava,dataset/Guava/guava A/cene09781.png,3
3093,Orange,dataset/Orange/Orange001994.png,6
3094,Guava,dataset/Guava/Guava total/1GuavaуАВ2633 resized.jpg,3
3095,Pitaya,dataset/Pitaya/Pitaya00221.png,10
3096,Guava,dataset/Guava/guava total final/Guava01430.png,3
3097,Pitaya,dataset/Pitaya/Pitaya00603.png,10
3098,muskmelon,dataset/muskmelon/Muskmelon 001952.png,14
3099,Apple,dataset/Apple/Apple C/scene09941.png,0
3100,Kiwi,dataset/Kiwi/Total Number of Kiwi fruit/Kiwi00933.png,4
3101,Guava,dataset/Guava/guava B/Guava948.png,3
3102,Guava,dataset/Guava/guava A/cene15271.png,3
3103,Guava,dataset/Guava/guava total final/Guava0539.png,3
3104,Kiwi,dataset/Kiwi/Total Number of Kiwi fruit/Kiwi003124.png,4
3105,Guava,dataset/Guava/Guava total/GuavaуАВ1691.png,3
3106,Guava,dataset/Guava/Guava total/1GuavaуАВ3067 resized resized.png,3
3107,Guava,dataset/Guava/Guava total/GuavaуАВ2323 resized.png,3
3108,Carambola,dataset/Carambola/Carambola 00690.png,2
3109,Apple,dataset/Apple/Apple D/scene00651.png,0
3110,Apple,dataset/Apple/Total Number of Apples/Apple 04481.jpeg,0
3111,Pear,dataset/Pear/Pear 1838.png,8
3112,Guava,dataset/Guava/Guava total/GuavaуАВ1801 resized.jpg,3
3113,Carambola,dataset/Carambola/Carambola 0013.png,2
3114,Kiwi,dataset/Kiwi/kiwi A/Kiwi A00731.png,4
3115,Apple,dataset/Apple/Apple F/Apple F _0_3010.png,0
3116,Apple,dataset/Apple/Apple B/Red Applee36 - Copy.png,0
3117,Kiwi,dataset/Kiwi/kiwi A/Kiwi A00729.png,4
3118,Apple,dataset/Apple/Total Number of Apples/Apple_0_5056.png,0
3119,Plum,dataset/Plum/PlumуАВ2067.png,11
3120,Kiwi,dataset/Kiwi/kiwi A/Kiwi A001681.png,4
